modelId,downloads,likes,pipeline_tag,lastModified,tags,author,model_name,library_name,created_at,license,license_normalized,is_multilingual,is_quantized,languages,rank
meta-llama/Llama-3.2-1B-Instruct,3446266,1197,text-generation,2024-10-24 15:07:51+00:00,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'arxiv:2204.05149', 'arxiv:2405.16406', 'license:llama3.2', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",meta-llama,Llama-3.2-1B-Instruct,transformers,2024-09-18 15:12:47+00:00,llama3.2,Llama3.2,False,False,"['pt', 'de', 'en', 'es', 'ar', 'fr']",90
BAAI/bge-base-en-v1.5,3408284,385,feature-extraction,2024-02-21 03:00:19+00:00,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'en', 'arxiv:2401.03462', 'arxiv:2312.15503', 'arxiv:2311.13534', 'arxiv:2310.07554', 'arxiv:2309.07597', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",BAAI,bge-base-en-v1.5,sentence-transformers,2023-09-11 15:04:22+00:00,mit,MIT,False,False,"['ar', 'en', 'de']",91
ggml-org/models-moved,3398546,12,,2025-10-28 10:43:38+00:00,"['gguf', 'endpoints_compatible', 'region:us']",ggml-org,models-moved,,2023-12-18 17:40:16+00:00,unknown,Unknown,False,True,['en'],92
intfloat/multilingual-e5-large,3354382,1096,feature-extraction,2025-02-17 03:50:15+00:00,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'xlm-roberta', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'feature-extraction', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'arxiv:2402.05672', 'arxiv:2108.08787', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",intfloat,multilingual-e5-large,sentence-transformers,2023-06-30 07:38:19+00:00,mit,MIT,True,False,"['ru', 'zh', 'ja', 'pt', 'de', 'ko', 'en', 'es', 'ar', 'fr']",93
zhihan1996/DNABERT-S,3331034,7,feature-extraction,2025-06-30 21:44:45+00:00,"['transformers', 'pytorch', 'bert', 'feature-extraction', 'biology', 'genomics', 'custom_code', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",zhihan1996,DNABERT-S,transformers,2024-02-15 05:00:56+00:00,apache-2.0,Apache 2.0,False,False,"['en', 'de']",94
Qwen/Qwen2.5-VL-7B-Instruct,3221199,1387,image-text-to-text,2025-04-06 16:23:01+00:00,"['transformers', 'safetensors', 'qwen2_5_vl', 'image-to-text', 'multimodal', 'image-text-to-text', 'conversational', 'en', 'arxiv:2309.00071', 'arxiv:2409.12191', 'arxiv:2308.12966', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",Qwen,Qwen2.5-VL-7B-Instruct,transformers,2025-01-26 09:26:37+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",95
meta-llama/Llama-3.2-1B,3183315,2211,text-generation,2024-10-24 15:08:03+00:00,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'arxiv:2204.05149', 'arxiv:2405.16406', 'license:llama3.2', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",meta-llama,Llama-3.2-1B,transformers,2024-09-18 15:03:14+00:00,llama3.2,Llama3.2,False,False,"['pt', 'de', 'en', 'es', 'ar', 'fr']",96
BAAI/bge-small-en-v1.5,3168120,387,feature-extraction,2024-02-22 03:36:23+00:00,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'en', 'arxiv:2401.03462', 'arxiv:2312.15503', 'arxiv:2311.13534', 'arxiv:2310.07554', 'arxiv:2309.07597', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",BAAI,bge-small-en-v1.5,sentence-transformers,2023-09-12 05:20:55+00:00,mit,MIT,False,False,"['ar', 'en', 'de']",97
sentence-transformers/msmarco-distilbert-base-tas-b,3072895,43,sentence-similarity,2025-03-06 13:31:42+00:00,"['sentence-transformers', 'pytorch', 'tf', 'onnx', 'safetensors', 'openvino', 'distilbert', 'feature-extraction', 'sentence-similarity', 'transformers', 'en', 'dataset:ms_marco', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",sentence-transformers,msmarco-distilbert-base-tas-b,sentence-transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en']",98
BAAI/bge-reranker-v2-m3,3060385,828,text-classification,2024-06-24 14:08:45+00:00,"['sentence-transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'transformers', 'text-embeddings-inference', 'multilingual', 'arxiv:2312.15503', 'arxiv:2402.03216', 'license:apache-2.0', 'deploy:azure', 'region:us']",BAAI,bge-reranker-v2-m3,sentence-transformers,2024-03-15 13:32:18+00:00,apache-2.0,Apache 2.0,True,False,"['ar', 'en', 'de']",99
google-bert/bert-base-cased,3041568,338,fill-mask,2024-02-19 11:02:26+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'safetensors', 'bert', 'fill-mask', 'exbert', 'en', 'dataset:bookcorpus', 'dataset:wikipedia', 'arxiv:1810.04805', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",google-bert,bert-base-cased,transformers,2022-03-02 23:29:04+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'ja', 'de']",100
w11wo/indonesian-roberta-base-posp-tagger,3031610,10,token-classification,2024-02-19 11:03:26+00:00,"['transformers', 'pytorch', 'tf', 'tensorboard', 'safetensors', 'roberta', 'token-classification', 'generated_from_trainer', 'ind', 'dataset:indonlu', 'base_model:flax-community/indonesian-roberta-base', 'base_model:finetune:flax-community/indonesian-roberta-base', 'license:mit', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",w11wo,indonesian-roberta-base-posp-tagger,transformers,2022-03-02 23:29:05+00:00,mit,MIT,False,False,"['de', 'en', 'es', 'ar', 'fr']",101
Qwen/Qwen3-4B,3007362,488,text-generation,2025-07-26 03:46:39+00:00,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'arxiv:2309.00071', 'arxiv:2505.09388', 'base_model:Qwen/Qwen3-4B-Base', 'base_model:finetune:Qwen/Qwen3-4B-Base', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",Qwen,Qwen3-4B,transformers,2025-04-27 03:41:29+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",102
facebook/w2v-bert-2.0,3006595,196,feature-extraction,2024-01-25 13:51:13+00:00,"['transformers', 'safetensors', 'wav2vec2-bert', 'feature-extraction', 'af', 'am', 'ar', 'as', 'az', 'be', 'bn', 'bs', 'bg', 'ca', 'cs', 'zh', 'cy', 'da', 'de', 'el', 'en', 'et', 'fi', 'fr', 'or', 'om', 'ga', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'ig', 'id', 'is', 'it', 'jv', 'ja', 'kn', 'ka', 'kk', 'mn', 'km', 'ky', 'ko', 'lo', 'ln', 'lt', 'lb', 'lg', 'lv', 'ml', 'mr', 'mk', 'mt', 'mi', 'my', 'nl', 'nb', 'ne', 'ny', 'oc', 'pa', 'ps', 'fa', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sn', 'sd', 'so', 'es', 'sr', 'sv', 'sw', 'ta', 'te', 'tg', 'tl', 'th', 'tr', 'uk', 'ur', 'uz', 'vi', 'wo', 'xh', 'yo', 'ms', 'zu', 'ary', 'arz', 'yue', 'kea', 'arxiv:2312.05187', 'license:mit', 'deploy:azure', 'region:us']",facebook,w2v-bert-2.0,transformers,2023-12-19 07:41:49+00:00,mit,MIT,False,False,"['ru', 'zh', 'ja', 'pt', 'de', 'ko', 'en', 'es', 'ar', 'fr']",103
jonatasgrosman/wav2vec2-large-xlsr-53-dutch,2975043,13,automatic-speech-recognition,2022-12-14 01:58:20+00:00,"['transformers', 'pytorch', 'jax', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_6_0', 'nl', 'robust-speech-event', 'speech', 'xlsr-fine-tuning-week', 'dataset:common_voice', 'dataset:mozilla-foundation/common_voice_6_0', 'doi:10.57967/hf/0203', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'deploy:azure', 'region:us']",jonatasgrosman,wav2vec2-large-xlsr-53-dutch,transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'ja', 'de']",104
sentence-transformers/paraphrase-MiniLM-L6-v2,2968810,145,sentence-similarity,2025-03-06 13:26:35+00:00,"['sentence-transformers', 'pytorch', 'tf', 'onnx', 'safetensors', 'openvino', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'arxiv:1908.10084', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",sentence-transformers,paraphrase-MiniLM-L6-v2,sentence-transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en']",105
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,2895840,19,feature-extraction,2025-06-30 06:34:14+00:00,"['sentence-transformers', 'pytorch', 'safetensors', 'distilbert', 'fill-mask', 'learned sparse', 'opensearch', 'transformers', 'retrieval', 'passage-retrieval', 'document-expansion', 'bag-of-words', 'sparse-encoder', 'sparse', 'asymmetric', 'inference-free', 'splade', 'feature-extraction', 'en', 'arxiv:2411.04403', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",opensearch-project,opensearch-neural-sparse-encoding-doc-v2-distill,sentence-transformers,2024-07-17 07:51:35+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de', 'fr']",106
patrickjohncyh/fashion-clip,2884306,251,zero-shot-image-classification,2024-09-17 15:19:43+00:00,"['transformers', 'pytorch', 'onnx', 'safetensors', 'clip', 'zero-shot-image-classification', 'vision', 'language', 'fashion', 'ecommerce', 'en', 'license:mit', 'endpoints_compatible', 'region:us']",patrickjohncyh,fashion-clip,transformers,2023-02-21 19:51:47+00:00,mit,MIT,False,False,['en'],107
MahmoudAshraf/mms-300m-1130-forced-aligner,2884032,69,automatic-speech-recognition,2024-09-28 17:05:59+00:00,"['transformers', 'pytorch', 'safetensors', 'wav2vec2', 'automatic-speech-recognition', 'mms', 'audio', 'voice', 'speech', 'forced-alignment', 'ab', 'af', 'ak', 'am', 'ar', 'as', 'av', 'ay', 'az', 'ba', 'bm', 'be', 'bn', 'bi', 'bo', 'sh', 'br', 'bg', 'ca', 'cs', 'ce', 'cv', 'ku', 'cy', 'da', 'de', 'dv', 'dz', 'el', 'en', 'eo', 'et', 'eu', 'ee', 'fo', 'fa', 'fj', 'fi', 'fr', 'fy', 'ff', 'ga', 'gl', 'gn', 'gu', 'zh', 'ht', 'ha', 'he', 'hi', 'hu', 'hy', 'ig', 'ia', 'ms', 'is', 'it', 'jv', 'ja', 'kn', 'ka', 'kk', 'kr', 'km', 'ki', 'rw', 'ky', 'ko', 'kv', 'lo', 'la', 'lv', 'ln', 'lt', 'lb', 'lg', 'mh', 'ml', 'mr', 'mk', 'mg', 'mt', 'mn', 'mi', 'my', 'nl', 'no', 'ne', 'ny', 'oc', 'om', 'or', 'os', 'pa', 'pl', 'pt', 'ps', 'qu', 'ro', 'rn', 'ru', 'sg', 'sk', 'sl', 'sm', 'sn', 'sd', 'so', 'es', 'sq', 'su', 'sv', 'sw', 'ta', 'tt', 'te', 'tg', 'tl', 'th', 'ti', 'ts', 'tr', 'uk', 'vi', 'wo', 'xh', 'yo', 'zu', 'za', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",MahmoudAshraf,mms-300m-1130-forced-aligner,transformers,2024-05-02 21:02:39+00:00,cc-by-nc-4.0,CC-BY,False,False,"['ru', 'zh', 'ja', 'pt', 'de', 'ko', 'en', 'es', 'ar', 'fr']",108
ProsusAI/finbert,2867263,1037,text-classification,2023-05-23 12:43:35+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'bert', 'text-classification', 'financial-sentiment-analysis', 'sentiment-analysis', 'en', 'arxiv:1908.10063', 'endpoints_compatible', 'deploy:azure', 'region:us']",ProsusAI,finbert,transformers,2022-03-02 23:29:04+00:00,unknown,Unknown,False,False,"['ar', 'en', 'ja', 'de']",109
Qwen/Qwen3-Next-80B-A3B-Instruct,2866132,906,text-generation,2025-09-17 06:57:40+00:00,"['transformers', 'safetensors', 'qwen3_next', 'text-generation', 'conversational', 'arxiv:2309.00071', 'arxiv:2404.06654', 'arxiv:2505.09388', 'arxiv:2501.15383', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",Qwen,Qwen3-Next-80B-A3B-Instruct,transformers,2025-09-09 15:40:56+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",110
microsoft/deberta-xlarge-mnli,2860773,20,text-classification,2022-06-27 15:47:33+00:00,"['transformers', 'pytorch', 'tf', 'deberta', 'text-classification', 'deberta-v1', 'deberta-mnli', 'en', 'arxiv:2006.03654', 'license:mit', 'endpoints_compatible', 'deploy:azure', 'region:us']",microsoft,deberta-xlarge-mnli,transformers,2022-03-02 23:29:05+00:00,mit,MIT,False,False,"['ar', 'en', 'de']",111
Comfy-Org/z_image_turbo,2790688,414,,2025-11-27 04:15:24+00:00,"['diffusion-single-file', 'comfyui', 'region:us']",Comfy-Org,z_image_turbo,diffusion-single-file,2025-11-26 01:00:52+00:00,unknown,Unknown,False,False,[],112
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,2631589,1405,text-generation,2025-02-24 03:32:35+00:00,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'conversational', 'arxiv:2501.12948', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",deepseek-ai,DeepSeek-R1-Distill-Qwen-1.5B,transformers,2025-01-20 09:04:18+00:00,mit,MIT,False,False,"['ar', 'en']",113
trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,2564194,2,text-generation,2025-12-09 04:40:11+00:00,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'trl', 'conversational', 'text-generation-inference', 'endpoints_compatible', 'region:us']",trl-internal-testing,tiny-Qwen2ForCausalLM-2.5,transformers,2024-11-25 15:06:15+00:00,unknown,Unknown,False,False,['en'],114
iitolstykh/mivolo_v2,2531475,14,image-classification,2025-07-08 08:11:59+00:00,"['transformers', 'safetensors', 'mivolo', 'image-classification', 'custom_code', 'arxiv:2307.04616', 'arxiv:2403.02302', 'region:us']",iitolstykh,mivolo_v2,transformers,2024-03-05 12:50:28+00:00,unknown,Unknown,False,False,"['ar', 'en', 'de']",115
google-t5/t5-small,2495103,514,translation,2023-06-30 02:31:26+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'onnx', 'safetensors', 't5', 'text2text-generation', 'summarization', 'translation', 'en', 'fr', 'ro', 'de', 'multilingual', 'dataset:c4', 'arxiv:1805.12471', 'arxiv:1708.00055', 'arxiv:1704.05426', 'arxiv:1606.05250', 'arxiv:1808.09121', 'arxiv:1810.12885', 'arxiv:1905.10044', 'arxiv:1910.09700', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",google-t5,t5-small,transformers,2022-03-02 23:29:04+00:00,apache-2.0,Apache 2.0,True,False,"['ru', 'ja', 'de', 'en', 'ar', 'fr']",116
google/gemma-3-1b-it,2468157,745,text-generation,2025-04-04 13:12:40+00:00,"['transformers', 'safetensors', 'gemma3_text', 'text-generation', 'conversational', 'arxiv:1905.07830', 'arxiv:1905.10044', 'arxiv:1911.11641', 'arxiv:1904.09728', 'arxiv:1705.03551', 'arxiv:1911.01547', 'arxiv:1907.10641', 'arxiv:1903.00161', 'arxiv:2009.03300', 'arxiv:2304.06364', 'arxiv:2103.03874', 'arxiv:2110.14168', 'arxiv:2311.12022', 'arxiv:2108.07732', 'arxiv:2107.03374', 'arxiv:2210.03057', 'arxiv:2106.03193', 'arxiv:1910.11856', 'arxiv:2502.12404', 'arxiv:2502.21228', 'arxiv:2404.16816', 'arxiv:2104.12756', 'arxiv:2311.16502', 'arxiv:2203.10244', 'arxiv:2404.12390', 'arxiv:1810.12440', 'arxiv:1908.02660', 'arxiv:2312.11805', 'base_model:google/gemma-3-1b-pt', 'base_model:finetune:google/gemma-3-1b-pt', 'license:gemma', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",google,gemma-3-1b-it,transformers,2025-03-10 12:09:00+00:00,gemma,Gemma,False,False,"['ar', 'en', 'pt', 'de']",117
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2457444,1473,text-generation,2025-02-24 03:31:29+00:00,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'conversational', 'arxiv:2501.12948', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",deepseek-ai,DeepSeek-R1-Distill-Qwen-32B,transformers,2025-01-20 09:19:00+00:00,mit,MIT,False,False,"['ar', 'en']",118
ibm-granite/granite-timeseries-ttm-r1,2455832,315,time-series-forecasting,2025-01-30 14:38:28+00:00,"['granite-tsfm', 'safetensors', 'tinytimemixer', 'time series', 'forecasting', 'pretrained models', 'foundation models', 'time series foundation models', 'time-series', 'time-series-forecasting', 'arxiv:2401.03955', 'license:apache-2.0', 'region:us']",ibm-granite,granite-timeseries-ttm-r1,granite-tsfm,2024-04-05 03:20:10+00:00,apache-2.0,Apache 2.0,False,False,"['es', 'ar', 'en', 'de']",119
kresnik/wav2vec2-large-xlsr-korean,2442760,55,automatic-speech-recognition,2023-07-03 14:55:40+00:00,"['transformers', 'pytorch', 'safetensors', 'wav2vec2', 'automatic-speech-recognition', 'speech', 'audio', 'ko', 'dataset:kresnik/zeroth_korean', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']",kresnik,wav2vec2-large-xlsr-korean,transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['es', 'ko', 'en', 'de']",120
microsoft/TRELLIS-image-large,2440016,598,image-to-3d,2024-12-06 16:39:24+00:00,"['trellis', 'image-to-3d', 'en', 'arxiv:2412.01506', 'license:mit', 'region:us']",microsoft,TRELLIS-image-large,trellis,2024-12-02 13:02:21+00:00,mit,MIT,False,False,"['ar', 'en']",121
Bingsu/yolo-world-mirror,2390203,6,,2024-03-16 10:43:40+00:00,"['ultralytics', 'license:agpl-3.0', 'region:us']",Bingsu,yolo-world-mirror,ultralytics,2024-03-01 01:56:11+00:00,agpl-3.0,GPL,False,False,['en'],122
stabilityai/stable-diffusion-xl-base-1.0,2378766,7204,text-to-image,2023-10-30 16:03:47+00:00,"['diffusers', 'onnx', 'safetensors', 'text-to-image', 'stable-diffusion', 'arxiv:2307.01952', 'arxiv:2211.01324', 'arxiv:2108.01073', 'arxiv:2112.10752', 'license:openrail++', 'autotrain_compatible', 'endpoints_compatible', 'diffusers:StableDiffusionXLPipeline', 'region:us', 'deploy:azure']",stabilityai,stable-diffusion-xl-base-1.0,diffusers,2023-07-25 13:25:51+00:00,openrail++,OpenRAIL,False,False,"['ar', 'en', 'de']",123
yiyanghkust/finbert-tone,2357500,210,text-classification,2022-10-17 00:35:39+00:00,"['transformers', 'pytorch', 'tf', 'text-classification', 'financial-sentiment-analysis', 'sentiment-analysis', 'en', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",yiyanghkust,finbert-tone,transformers,2022-03-02 23:29:05+00:00,unknown,Unknown,False,False,"['en', 'de']",124
rhasspy/faster-whisper-tiny-int8,2347060,3,,2024-03-10 18:24:17+00:00,"['transformers', 'license:mit', 'endpoints_compatible', 'region:us']",rhasspy,faster-whisper-tiny-int8,transformers,2024-03-10 18:22:26+00:00,mit,MIT,False,False,['en'],125
timm/resnet18.a1_in1k,2329690,12,image-classification,2025-01-21 21:13:50+00:00,"['timm', 'pytorch', 'safetensors', 'image-classification', 'transformers', 'arxiv:2110.00476', 'arxiv:1512.03385', 'license:apache-2.0', 'region:us']",timm,resnet18.a1_in1k,timm,2023-04-05 18:02:50+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en']",126
google-t5/t5-base,2313739,757,translation,2024-02-14 17:21:55+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'safetensors', 't5', 'text2text-generation', 'summarization', 'translation', 'en', 'fr', 'ro', 'de', 'dataset:c4', 'arxiv:1805.12471', 'arxiv:1708.00055', 'arxiv:1704.05426', 'arxiv:1606.05250', 'arxiv:1808.09121', 'arxiv:1810.12885', 'arxiv:1905.10044', 'arxiv:1910.09700', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",google-t5,t5-base,transformers,2022-03-02 23:29:04+00:00,apache-2.0,Apache 2.0,False,False,"['ru', 'ja', 'de', 'en', 'ar', 'fr']",127
nomic-ai/nomic-embed-text-v1.5,2283520,742,sentence-similarity,2025-07-21 17:44:14+00:00,"['sentence-transformers', 'onnx', 'safetensors', 'nomic_bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'en', 'arxiv:2402.01613', 'arxiv:2205.13147', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",nomic-ai,nomic-embed-text-v1.5,sentence-transformers,2024-02-10 06:32:35+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",128
Xenova/segformer-b0-finetuned-ade-512-512,2283243,1,image-segmentation,2025-07-01 15:39:50+00:00,"['transformers.js', 'onnx', 'segformer', 'image-segmentation', 'base_model:nvidia/segformer-b0-finetuned-ade-512-512', 'base_model:quantized:nvidia/segformer-b0-finetuned-ade-512-512', 'region:us']",Xenova,segformer-b0-finetuned-ade-512-512,transformers.js,2023-12-26 15:38:07+00:00,unknown,Unknown,False,True,"['en', 'de']",129
Qwen/Qwen2.5-0.5B-Instruct,2249777,407,text-generation,2024-09-25 12:32:56+00:00,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'arxiv:2407.10671', 'base_model:Qwen/Qwen2.5-0.5B', 'base_model:finetune:Qwen/Qwen2.5-0.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",Qwen,Qwen2.5-0.5B-Instruct,transformers,2024-09-16 11:52:46+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",130
Qwen/Qwen3-VL-8B-Instruct,2247147,543,image-text-to-text,2025-10-15 16:16:59+00:00,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'image-text-to-text', 'conversational', 'arxiv:2505.09388', 'arxiv:2502.13923', 'arxiv:2409.12191', 'arxiv:2308.12966', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",Qwen,Qwen3-VL-8B-Instruct,transformers,2025-10-11 07:23:39+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",131
mixedbread-ai/mxbai-embed-large-v1,2246594,746,feature-extraction,2025-03-13 04:15:03+00:00,"['sentence-transformers', 'onnx', 'safetensors', 'openvino', 'gguf', 'bert', 'feature-extraction', 'mteb', 'transformers.js', 'transformers', 'en', 'arxiv:2309.12871', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",mixedbread-ai,mxbai-embed-large-v1,sentence-transformers,2024-03-07 15:45:34+00:00,apache-2.0,Apache 2.0,False,True,"['ar', 'en', 'de']",132
intfloat/multilingual-e5-small,2211416,249,sentence-similarity,2025-02-17 03:22:45+00:00,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'bert', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'arxiv:2402.05672', 'arxiv:2108.08787', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",intfloat,multilingual-e5-small,sentence-transformers,2023-06-30 07:31:03+00:00,mit,MIT,True,False,"['ru', 'zh', 'ja', 'pt', 'de', 'ko', 'en', 'es', 'ar', 'fr']",133
distilbert/distilgpt2,2201492,600,text-generation,2024-02-19 11:09:53+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'tflite', 'rust', 'coreml', 'safetensors', 'gpt2', 'text-generation', 'exbert', 'en', 'dataset:openwebtext', 'arxiv:1910.01108', 'arxiv:2201.08542', 'arxiv:2203.12574', 'arxiv:1910.09700', 'arxiv:1503.02531', 'license:apache-2.0', 'model-index', 'co2_eq_emissions', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",distilbert,distilgpt2,transformers,2022-03-02 23:29:04+00:00,apache-2.0,Apache 2.0,False,False,"['ru', 'ja', 'pt', 'de', 'en', 'ar']",134
Salesforce/blip-image-captioning-base,2171121,823,image-to-text,2025-02-03 06:45:16+00:00,"['transformers', 'pytorch', 'tf', 'blip', 'image-to-text', 'image-captioning', 'arxiv:2201.12086', 'license:bsd-3-clause', 'endpoints_compatible', 'region:us']",Salesforce,blip-image-captioning-base,transformers,2022-12-12 15:19:02+00:00,bsd-3-clause,BSD,False,False,"['ar', 'pt', 'en']",135
